,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,depend
276,0.0,34.0,2.0,0.0,2.0,1.0,0.0,7.0,82.3,17.5,11.7,0.0,2.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.28,,0.0,0.0,13.0,3.0,6.6,1.0,,0.15,0.03,0
277,1.0,39.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.4,,556.9,,7.2,31.0,,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,19.0,5.0,,0.0,,0.05,0.0,0
278,1.0,50.0,4.0,1.0,2.0,0.0,1.0,,49.2,35.3,16.4,,44.0,48.0,0.0,2.0,1.4,7.0,513.0,10.3,3.8,96.0,1.4,0.57,0.5,0.07,0.42,,0.0,1.0,0.33,0.42,0.0,44.0,1.0,48.0,1.0,2.0,1.0,1.0,0
279,1.0,38.0,4.0,0.0,1.0,0.0,0.0,5.0,32.2,10.2,6.4,0.0,35.0,13.0,1.0,9.0,,59.0,1289.6,10.2,2.8,200.0,2.4,0.33,0.0,0.01,,0.02,0.0,0.4,0.2,,1.0,136.0,13.0,50.4,1.0,,0.25,,0
280,0.0,46.0,3.0,0.0,3.0,0.0,0.0,2.0,28.6,11.5,14.3,0.0,34.0,16.7,0.0,1.0,1.8,11.0,861.8,22.8,8.9,53.0,2.3,0.18,0.0,0.01,0.18,,0.0,,0.0,,1.0,63.0,3.0,34.6,0.0,2.0,0.53,0.48,0
281,1.0,55.0,4.0,1.0,1.0,0.0,0.0,6.0,69.4,11.8,11.5,0.0,5.0,4.6,1.0,0.0,3.8,16.0,147.6,5.5,3.2,12.0,1.1,0.87,,0.27,0.37,0.47,0.0,1.0,0.83,,0.0,5.0,1.0,4.6,0.0,0.0,1.0,1.0,0
282,0.0,44.0,5.0,1.0,2.0,0.0,0.0,2.0,17.1,19.0,8.5,,6.0,3.9,0.0,5.0,1.9,27.0,695.5,7.4,4.0,87.0,1.8,0.4,0.0,0.03,0.07,0.02,0.0,1.0,0.5,0.44,0.0,,,,,0.0,0.54,0.69,0
283,1.0,,4.0,,1.0,0.0,,8.0,124.2,26.1,15.5,0.0,2.0,0.6,0.0,5.0,2.9,23.0,696.7,10.7,6.7,35.0,1.7,0.43,,0.18,0.34,0.17,0.12,0.37,0.37,,0.0,2.0,,0.6,1.0,0.0,1.0,1.0,0
284,,28.0,3.0,,2.0,0.0,1.0,13.0,166.1,25.4,12.7,0.0,25.0,9.0,1.0,0.0,1.3,14.0,833.7,20.0,7.0,85.0,1.2,0.78,,0.14,0.92,0.19,0.0,0.07,,,1.0,186.0,9.0,61.5,1.0,,0.13,0.14,1
285,1.0,44.0,3.0,1.0,1.0,0.0,1.0,,23.1,10.3,2.8,0.0,1.0,0.0,0.0,1.0,5.4,31.0,,25.0,6.3,,1.9,0.41,1.0,0.01,0.25,,0.0,0.0,0.0,,0.0,33.0,5.0,17.5,1.0,,0.03,0.0,0
286,0.0,31.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,1.3,3.0,115.5,14.0,8.8,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,0.0,19.0,2.0,6.0,0.0,,0.31,0.16,0
287,,48.0,,,,0.0,1.0,20.0,274.7,20.1,13.7,0.0,16.0,7.1,0.0,4.0,,20.0,581.0,9.8,6.2,33.0,1.8,0.4,0.25,0.43,1.0,0.47,0.1,0.3,0.25,1.0,0.0,16.0,1.0,7.1,1.0,2.0,1.0,1.0,1
288,0.0,56.0,1.0,0.0,2.0,0.0,0.0,6.0,58.7,,9.7,0.0,24.0,30.7,0.0,2.0,,,411.6,7.0,6.8,33.0,2.6,0.4,0.0,0.09,0.6,0.14,0.0,0.5,0.0,0.5,0.0,24.0,1.0,30.7,0.0,2.0,1.0,1.0,0
289,0.0,29.0,3.0,1.0,4.0,1.0,0.0,3.0,0.6,5.3,0.2,0.0,4.0,0.7,0.0,2.0,1.2,,503.2,9.5,4.0,,3.3,0.25,0.0,0.01,0.37,0.0,0.0,0.0,,,0.0,4.0,1.0,0.7,1.0,0.0,,1.0,0
290,0.0,39.0,3.0,1.0,6.0,1.0,0.0,6.0,8.6,7.5,1.4,0.0,2.0,0.2,0.0,0.0,2.6,31.0,1063.4,,5.7,71.0,1.1,0.8,0.0,0.01,0.19,0.0,0.33,0.33,0.16,,0.0,2.0,1.0,0.2,1.0,,1.0,1.0,0
291,1.0,62.0,4.0,2.0,2.0,0.0,0.0,2.0,12.8,6.5,6.4,0.0,2.0,1.0,0.0,2.0,1.2,,,8.2,2.5,75.0,4.5,0.16,,,0.33,,0.0,0.5,0.0,,0.0,12.0,3.0,7.6,1.0,,0.16,,0
292,0.0,28.0,3.0,1.0,2.0,0.0,0.0,12.0,,10.4,2.8,0.0,10.0,1.9,0.0,3.0,1.2,8.0,102.1,9.3,2.4,33.0,2.2,0.37,0.0,0.31,1.0,0.33,0.41,0.25,0.08,,0.0,10.0,,1.9,0.0,,1.0,1.0,1
293,0.0,,,1.0,2.0,0.0,3.0,12.0,155.2,,12.9,1.0,28.0,30.4,1.0,4.0,2.3,12.0,,13.2,8.2,19.0,1.4,0.58,,0.4,,0.41,0.08,0.58,,,1.0,28.0,,30.4,0.0,,1.0,1.0,0
294,,65.0,3.0,2.0,2.0,0.0,1.0,8.0,133.7,16.7,16.7,,4.0,8.6,1.0,1.0,2.2,17.0,728.4,7.3,11.0,30.0,1.4,0.7,,0.27,0.47,0.18,0.0,0.62,0.87,0.0,0.0,4.0,,8.6,0.0,,1.0,1.0,0
295,1.0,69.0,2.0,0.0,,0.0,1.0,6.0,26.0,14.8,4.3,0.0,27.0,5.4,0.0,3.0,2.0,19.0,464.6,9.9,,61.0,3.6,0.0,,0.07,0.31,0.05,0.0,0.5,0.16,,0.0,50.0,,12.0,0.0,,0.54,0.45,0
296,1.0,81.0,5.0,1.0,2.0,0.0,0.0,2.0,22.3,9.0,11.1,,2.0,2.1,0.0,3.0,2.3,7.0,,5.5,10.4,8.0,1.4,0.71,0.0,0.16,0.28,0.11,0.0,1.0,1.0,,0.0,2.0,,,0.0,0.0,1.0,1.0,0
297,1.0,28.0,3.0,1.0,2.0,0.0,1.0,13.0,166.1,25.4,12.7,0.0,47.0,13.1,1.0,0.0,1.3,14.0,833.7,20.0,7.0,,1.2,0.78,,0.14,0.92,0.19,0.0,0.07,0.0,,1.0,244.0,9.0,74.5,1.0,,0.19,,1
298,,54.0,3.0,1.0,,0.0,0.0,4.0,71.0,36.0,17.7,0.0,21.0,,0.0,1.0,1.7,8.0,187.0,,5.5,,1.7,0.5,0.0,0.48,0.5,0.37,0.0,1.0,0.25,,0.0,,,25.9,0.0,2.0,1.0,1.0,0
299,,64.0,4.0,2.0,2.0,0.0,0.0,2.0,15.6,4.5,7.8,0.0,14.0,29.1,0.0,2.0,1.6,4.0,110.9,,,6.0,1.2,0.75,0.0,0.11,0.5,0.14,,1.0,1.0,,0.0,14.0,,29.1,0.0,0.0,1.0,1.0,0
300,1.0,71.0,1.0,1.0,3.0,0.0,0.0,2.0,10.5,12.0,5.2,0.0,12.0,20.1,0.0,0.0,2.0,3.0,51.1,,6.3,,,1.0,0.0,0.36,0.66,0.2,0.0,1.0,1.0,0.0,0.0,12.0,1.0,20.1,0.0,0.0,1.0,1.0,0
301,0.0,,3.0,,3.0,,0.0,3.0,14.3,10.6,,0.0,1.0,0.8,0.0,2.0,1.3,4.0,,9.5,6.6,20.0,2.0,0.75,0.0,0.12,0.75,0.07,0.0,0.66,0.33,,1.0,55.0,3.0,22.2,0.0,,0.01,0.03,0
302,0.0,54.0,3.0,1.0,2.0,0.0,0.0,,71.0,36.0,17.7,0.0,7.0,5.5,0.0,1.0,1.7,8.0,187.0,8.7,5.5,20.0,,0.5,0.0,0.48,0.5,0.37,0.0,1.0,,,0.0,7.0,,5.5,0.0,2.0,1.0,1.0,0
303,1.0,32.0,4.0,2.0,2.0,0.0,0.0,,14.9,18.4,2.9,0.0,24.0,5.8,,1.0,1.6,15.0,690.2,10.3,,192.0,4.0,0.2,0.0,0.02,0.33,0.02,0.0,0.0,0.0,0.73,0.0,113.0,2.0,18.6,1.0,0.0,0.21,0.31,0
304,0.0,28.0,3.0,1.0,2.0,,1.0,,51.1,14.7,3.6,0.0,6.0,,0.0,4.0,1.6,,235.6,9.5,2.9,48.0,1.8,0.55,0.25,0.27,0.77,0.21,0.42,0.21,0.07,0.11,0.0,6.0,1.0,0.7,1.0,1.0,1.0,1.0,0
305,0.0,28.0,4.0,1.0,3.0,1.0,0.0,4.0,41.4,8.0,10.3,0.0,12.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.25,,0.5,0.0,0.0,12.0,1.0,11.3,0.0,,1.0,1.0,0
306,0.0,52.0,6.0,2.0,,1.0,0.0,4.0,12.9,12.2,3.2,0.0,4.0,1.4,,,2.3,,291.0,,3.4,36.0,,0.3,0.0,0.07,0.2,0.04,0.0,0.0,,,0.0,7.0,2.0,4.2,0.0,,0.57,0.33,0
307,1.0,,2.0,1.0,1.0,0.0,1.0,5.0,49.6,,9.9,0.0,2.0,1.3,0.0,,2.3,102.0,4078.6,13.5,5.1,334.0,1.4,0.73,0.5,0.0,0.04,0.01,0.0,0.6,0.0,,1.0,61.0,5.0,17.6,1.0,,0.03,0.07,1
308,1.0,65.0,2.0,,2.0,0.0,0.0,6.0,58.7,15.1,9.7,0.0,1.0,,1.0,0.0,1.5,,80.7,10.7,2.6,19.0,1.7,0.57,0.0,0.28,0.85,0.72,0.0,0.66,0.5,0.14,0.0,1.0,1.0,1.5,0.0,,1.0,1.0,0
309,1.0,29.0,6.0,1.0,2.0,0.0,0.0,2.0,3.2,9.5,1.6,0.0,21.0,4.7,0.0,4.0,1.3,13.0,722.9,18.4,2.9,,7.0,0.0,0.0,0.0,0.15,0.0,0.0,0.5,0.0,,1.0,164.0,12.0,30.7,0.0,2.0,0.12,0.15,1
310,0.0,36.0,,2.0,,0.0,0.0,2.0,10.2,4.5,,0.0,1.0,0.4,0.0,18.0,2.0,59.0,2193.5,9.3,4.8,218.0,3.1,0.3,0.0,0.0,0.03,0.0,0.0,0.5,0.5,,0.0,1.0,1.0,0.4,,,1.0,1.0,0
311,1.0,48.0,4.0,,1.0,0.0,2.0,27.0,338.8,18.8,12.5,0.0,10.0,6.3,1.0,2.0,4.6,12.0,404.3,14.0,10.9,8.0,1.6,0.58,1.0,0.98,1.0,0.83,0.07,0.33,0.22,,0.0,10.0,1.0,6.3,1.0,,1.0,1.0,1
312,1.0,48.0,,1.0,2.0,0.0,0.0,6.0,62.2,27.1,10.3,0.0,,0.4,1.0,0.0,1.0,1.0,93.0,19.8,,,2.0,0.0,0.0,0.58,1.0,0.66,0.0,0.0,0.16,,0.0,22.0,7.0,6.6,0.0,,0.09,0.06,0
313,0.0,46.0,5.0,1.0,6.0,1.0,2.0,9.0,85.2,16.3,9.4,,,2.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.11,0.11,,0.0,4.0,1.0,2.2,0.0,,1.0,1.0,1
314,1.0,50.0,4.0,1.0,2.0,0.0,1.0,3.0,49.2,35.3,16.4,0.0,29.0,38.8,0.0,2.0,1.4,7.0,513.0,10.3,3.8,96.0,1.4,0.57,0.5,0.07,0.42,0.09,0.0,1.0,,0.42,0.0,29.0,1.0,38.8,1.0,,1.0,1.0,0
315,1.0,63.0,4.0,1.0,1.0,0.0,0.0,5.0,63.9,25.0,,0.0,10.0,3.6,1.0,3.0,3.3,23.0,850.6,12.4,6.1,41.0,1.4,0.78,,0.07,0.21,0.07,0.0,0.6,0.0,0.26,0.0,10.0,1.0,3.6,,,1.0,1.0,0
316,1.0,58.0,3.0,1.0,1.0,0.0,0.0,4.0,3.9,2.5,0.9,0.0,1.0,0.0,0.0,,1.7,44.0,751.6,6.2,2.0,199.0,2.7,0.29,0.0,0.0,0.09,0.0,0.0,0.25,0.0,,0.0,4.0,2.0,0.2,,,0.25,0.0,0
317,1.0,,3.0,1.0,2.0,0.0,1.0,6.0,64.0,13.6,10.6,0.0,5.0,1.8,1.0,3.0,1.3,11.0,458.1,7.6,4.2,78.0,3.2,0.27,,,0.54,0.13,0.0,0.5,0.33,,0.0,,2.0,2.2,0.0,,0.83,0.81,0
318,0.0,,4.0,,4.0,1.0,,,95.4,,15.9,0.0,1.0,0.3,0.0,,1.5,3.0,143.7,9.9,6.5,14.0,2.6,0.0,1.0,0.44,1.0,0.66,,,0.5,,0.0,21.0,2.0,9.6,1.0,,0.04,0.03,1
319,1.0,58.0,3.0,1.0,1.0,0.0,0.0,6.0,9.1,3.1,1.5,0.0,7.0,1.1,0.0,8.0,1.8,47.0,825.0,6.2,2.0,215.0,2.7,0.29,0.0,,0.12,0.01,0.0,,0.16,0.25,0.0,7.0,1.0,1.1,0.0,0.0,1.0,1.0,0
320,1.0,48.0,4.0,1.0,1.0,,0.0,7.0,118.5,26.7,16.9,0.0,15.0,3.8,0.0,5.0,2.9,22.0,642.2,10.4,6.4,34.0,1.7,0.45,0.0,0.18,0.31,0.18,0.14,0.42,0.28,,0.0,17.0,2.0,4.0,1.0,0.0,0.88,0.95,0
321,,44.0,5.0,1.0,,1.0,,3.0,19.4,12.6,6.4,0.0,23.0,13.0,,7.0,1.4,12.0,,13.8,7.3,110.0,,0.08,0.0,0.01,0.25,,0.0,0.33,,,1.0,110.0,4.0,46.4,1.0,,0.2,0.28,0
322,1.0,53.0,3.0,1.0,2.0,0.0,0.0,2.0,17.9,4.0,8.9,,20.0,,0.0,3.0,1.5,17.0,1036.1,8.0,4.3,152.0,3.6,0.29,0.0,0.0,0.11,0.01,0.0,1.0,0.0,,0.0,20.0,1.0,19.7,1.0,,1.0,,0
323,1.0,48.0,5.0,1.0,2.0,0.0,0.0,5.0,43.7,26.2,8.7,0.0,26.0,16.7,,1.0,1.2,10.0,,8.3,2.8,175.0,4.8,0.1,0.0,0.07,0.5,0.07,,0.0,0.2,,1.0,118.0,6.0,,0.0,0.0,0.22,0.28,0
324,1.0,54.0,4.0,1.0,2.0,0.0,0.0,,0.0,0.0,,0.0,5.0,1.0,0.0,8.0,1.9,37.0,1791.9,15.0,4.8,190.0,3.0,0.18,,0.0,,0.0,0.0,0.0,0.0,,0.0,5.0,1.0,1.0,1.0,,1.0,1.0,0
325,0.0,57.0,5.0,1.0,2.0,0.0,0.0,3.0,,47.3,10.3,0.0,25.0,5.4,1.0,1.0,2.2,6.0,111.0,41.6,12.3,4.0,1.1,0.83,0.0,0.37,0.5,0.27,0.33,0.33,0.0,,0.0,25.0,1.0,5.4,0.0,,1.0,1.0,0
326,1.0,57.0,5.0,1.0,2.0,0.0,1.0,7.0,61.0,15.0,8.7,0.0,15.0,7.7,1.0,3.0,1.2,13.0,242.6,8.2,,53.0,1.4,0.61,0.33,0.19,0.53,0.25,0.14,0.57,0.28,,0.0,15.0,1.0,7.7,0.0,0.0,1.0,1.0,0
327,0.0,36.0,4.0,1.0,4.0,1.0,1.0,6.0,95.4,16.3,15.9,0.0,2.0,0.4,0.0,1.0,,3.0,143.7,9.9,6.5,,2.6,0.0,1.0,0.44,1.0,0.66,0.0,0.83,0.5,,0.0,22.0,,9.7,1.0,0.0,0.09,0.04,1
328,1.0,58.0,3.0,,2.0,0.0,0.0,0.0,0.0,0.0,,,2.0,1.3,0.0,0.0,1.2,3.0,76.4,7.6,3.4,17.0,,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,3.0,9.1,0.0,,0.2,0.14,0
329,1.0,72.0,3.0,0.0,2.0,0.0,0.0,,28.2,5.6,4.7,,14.0,17.4,0.0,,,10.0,545.5,7.6,,52.0,3.2,0.3,0.0,,0.6,0.05,0.0,0.16,0.33,0.9,0.0,15.0,2.0,17.5,1.0,,0.93,0.99,0
330,1.0,48.0,2.0,0.0,3.0,1.0,0.0,4.0,27.5,14.2,6.8,0.0,62.0,39.4,0.0,0.0,1.1,3.0,244.2,10.1,5.0,43.0,1.3,0.66,0.0,0.11,1.0,0.11,0.25,0.75,0.5,0.66,,,1.0,39.4,1.0,,,,0
331,1.0,,,1.0,2.0,0.0,0.0,2.0,2.4,6.0,1.2,,,19.6,0.0,0.0,1.6,4.0,41.7,5.7,,15.0,2.2,0.0,0.0,0.08,0.5,0.05,0.0,0.5,0.0,,0.0,39.0,,19.6,0.0,,1.0,1.0,0
332,1.0,49.0,3.0,1.0,2.0,,,2.0,32.7,15.0,16.3,0.0,45.0,54.3,0.0,1.0,1.1,3.0,242.0,14.5,12.1,17.0,4.0,0.0,0.0,0.1,0.66,0.13,0.0,1.0,1.0,0.33,0.0,45.0,1.0,54.3,0.0,0.0,1.0,1.0,0
333,0.0,,2.0,0.0,3.0,0.0,0.0,4.0,18.6,7.5,4.6,0.0,,26.5,1.0,,1.4,,874.3,,5.0,,,0.26,0.0,0.02,0.21,0.02,0.0,0.5,0.0,,0.0,64.0,3.0,47.5,0.0,2.0,0.73,0.55,0
334,1.0,48.0,5.0,,2.0,0.0,0.0,4.0,12.9,9.5,3.2,0.0,47.0,16.8,0.0,4.0,1.2,16.0,1010.4,9.4,,224.0,4.3,0.06,0.0,0.01,0.25,0.01,0.0,0.0,0.0,0.31,0.0,49.0,,17.4,1.0,,0.95,0.96,0
335,1.0,48.0,4.0,1.0,1.0,0.0,1.0,16.0,253.0,,,0.0,2.0,1.6,0.0,2.0,3.5,8.0,,15.3,13.0,7.0,1.8,0.5,0.5,0.96,1.0,0.77,0.12,0.31,0.18,1.0,0.0,15.0,2.0,,1.0,0.0,0.13,0.25,0
336,1.0,31.0,3.0,1.0,4.0,1.0,,9.0,,11.8,,0.0,15.0,11.6,1.0,6.0,1.2,13.0,254.6,,2.3,84.0,2.0,0.46,0.0,0.14,0.69,0.18,0.11,1.0,0.55,0.15,0.0,,1.0,11.6,0.0,2.0,1.0,1.0,0
337,1.0,48.0,4.0,1.0,1.0,0.0,1.0,18.0,,,,0.0,,3.3,0.0,2.0,4.2,,363.7,15.2,12.1,7.0,1.8,0.5,0.5,,1.0,0.72,0.11,0.27,0.27,1.0,0.0,11.0,1.0,3.3,1.0,,1.0,1.0,0
338,1.0,28.0,3.0,1.0,2.0,0.0,1.0,6.0,20.9,,,0.0,11.0,2.8,,2.0,1.4,14.0,,9.2,2.6,151.0,2.8,0.21,0.5,0.03,0.42,0.03,0.0,0.16,0.16,0.71,0.0,11.0,,,1.0,,1.0,,0
339,0.0,47.0,,,1.0,0.0,0.0,,9.4,16.0,4.7,0.0,41.0,,0.0,14.0,,24.0,1110.2,,4.8,141.0,3.6,0.2,0.0,0.01,0.08,0.0,0.5,0.5,0.5,0.16,1.0,177.0,8.0,,1.0,0.0,,0.14,0
340,1.0,28.0,3.0,1.0,2.0,0.0,1.0,13.0,166.1,25.4,12.7,0.0,71.0,30.5,1.0,0.0,1.3,14.0,833.7,20.0,7.0,85.0,,0.78,1.0,0.14,0.92,0.19,0.0,0.07,,0.14,,286.0,9.0,95.2,1.0,,0.24,0.32,1
341,1.0,28.0,3.0,1.0,2.0,0.0,1.0,6.0,,13.0,3.4,0.0,14.0,3.5,0.0,2.0,1.4,14.0,560.0,9.2,2.6,151.0,2.8,0.21,0.5,0.03,0.42,,0.0,0.16,0.16,,0.0,14.0,1.0,3.5,1.0,2.0,1.0,1.0,0
342,1.0,38.0,3.0,,2.0,0.0,0.0,,13.9,13.0,6.9,0.0,73.0,23.3,0.0,4.0,,20.0,1027.2,11.1,3.2,176.0,,0.25,,0.0,0.1,,0.0,0.5,0.0,0.85,0.0,124.0,3.0,28.8,1.0,2.0,0.58,0.8,0
343,1.0,38.0,4.0,1.0,2.0,0.0,0.0,3.0,12.9,6.3,4.3,0.0,10.0,7.2,1.0,1.0,1.0,,230.1,10.1,,61.0,1.3,0.66,0.0,0.02,1.0,0.05,0.0,,0.66,,0.0,10.0,1.0,7.2,0.0,,1.0,1.0,0
344,0.0,38.0,2.0,1.0,4.0,1.0,0.0,2.0,0.6,4.0,0.3,,,6.2,0.0,5.0,1.5,32.0,1143.5,,3.2,230.0,2.7,0.43,0.0,,0.06,,0.0,0.5,0.5,,0.0,67.0,2.0,16.2,1.0,0.0,,,0
345,0.0,59.0,2.0,0.0,3.0,,0.0,4.0,18.6,7.5,4.6,0.0,73.0,41.1,1.0,2.0,1.4,,874.3,8.0,5.0,115.0,3.0,0.26,0.0,0.02,,0.02,,0.5,0.0,,0.0,90.0,3.0,62.1,0.0,,,0.66,0
346,1.0,31.0,3.0,1.0,4.0,1.0,0.0,6.0,30.4,9.5,5.0,0.0,13.0,4.0,0.0,6.0,1.3,18.0,316.2,6.5,2.4,93.0,1.8,0.44,0.0,,0.33,0.09,0.16,1.0,0.66,,0.0,13.0,1.0,4.0,0.0,0.0,1.0,1.0,0
347,1.0,48.0,2.0,1.0,4.0,1.0,0.0,10.0,85.5,8.8,8.5,0.0,29.0,10.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.2,0.0,,,29.0,1.0,10.8,1.0,,1.0,,0
348,1.0,38.0,5.0,2.0,2.0,0.0,3.0,9.0,176.1,43.0,19.5,0.0,44.0,16.0,1.0,34.0,2.6,113.0,4731.1,12.4,,510.0,3.3,0.26,0.08,0.02,,0.03,0.22,0.44,0.22,,0.0,44.0,1.0,16.0,0.0,,1.0,1.0,1
349,1.0,31.0,5.0,2.0,2.0,0.0,0.0,5.0,20.1,17.0,4.0,0.0,7.0,0.6,0.0,,1.8,24.0,,13.3,3.3,174.0,,0.2,0.0,,0.2,0.01,0.0,0.2,0.0,,,9.0,2.0,1.1,1.0,,,0.54,0
350,0.0,57.0,5.0,1.0,2.0,0.0,0.0,4.0,55.6,65.5,13.9,0.0,,,1.0,0.0,1.5,10.0,203.8,10.9,9.7,14.0,1.1,0.9,,1.0,0.4,0.27,0.25,0.5,0.25,0.2,0.0,9.0,2.0,1.5,1.0,0.0,0.77,0.93,0
351,,31.0,4.0,1.0,2.0,0.0,0.0,,8.0,5.5,4.0,,9.0,0.3,,4.0,1.7,6.0,161.4,10.8,6.7,14.0,1.6,0.66,0.0,0.04,0.33,0.04,0.5,1.0,0.0,,0.0,9.0,1.0,0.3,0.0,,1.0,,0
352,1.0,62.0,,,,0.0,0.0,6.0,71.4,8.5,11.9,0.0,1.0,1.5,0.0,6.0,2.1,21.0,1408.8,10.9,6.2,104.0,1.9,0.38,0.0,0.02,0.28,0.05,,0.16,0.16,0.52,0.0,51.0,4.0,41.7,1.0,,0.01,0.03,0
353,1.0,35.0,4.0,,,1.0,0.0,7.0,89.3,52.1,,0.0,7.0,2.0,0.0,2.0,1.6,,1960.3,17.2,3.3,366.0,1.9,,0.0,0.03,,0.04,0.0,0.42,0.28,,1.0,107.0,11.0,27.3,0.0,0.0,0.06,0.07,0
354,0.0,30.0,2.0,1.0,4.0,1.0,0.0,5.0,21.3,11.4,4.2,0.0,5.0,4.2,1.0,6.0,1.2,11.0,951.4,19.7,,135.0,4.4,0.09,0.0,0.01,0.45,0.02,0.0,0.0,0.0,0.36,0.0,18.0,,6.8,1.0,0.0,0.27,0.61,0
355,1.0,57.0,5.0,1.0,2.0,0.0,0.0,,17.4,8.3,5.8,0.0,2.0,0.0,0.0,5.0,1.3,,490.3,8.5,4.3,84.0,1.2,0.79,0.0,0.02,0.1,0.03,0.33,0.33,0.33,0.13,,14.0,,6.4,0.0,,0.14,0.0,0
356,1.0,73.0,2.0,,2.0,0.0,0.0,3.0,37.8,10.3,,0.0,2.0,,0.0,0.0,2.4,5.0,159.8,11.2,7.2,9.0,1.4,0.6,0.0,0.12,0.6,0.23,0.0,0.66,0.33,,0.0,2.0,1.0,0.7,0.0,,1.0,1.0,0
357,0.0,37.0,5.0,1.0,4.0,1.0,0.0,3.0,21.5,,7.1,0.0,11.0,2.3,0.0,0.0,,8.0,187.3,7.8,2.7,,2.0,0.25,0.0,0.11,0.37,0.11,0.0,0.66,0.0,1.0,0.0,11.0,1.0,2.3,1.0,,,,0
358,1.0,32.0,4.0,2.0,2.0,0.0,0.0,3.0,27.0,3.6,9.0,0.0,9.0,7.6,0.0,,1.5,,166.6,5.7,7.2,15.0,2.4,0.2,0.0,0.08,0.6,0.16,0.0,0.66,0.66,,0.0,9.0,1.0,7.6,1.0,,1.0,1.0,0
359,1.0,77.0,2.0,0.0,2.0,0.0,1.0,10.0,,16.4,11.5,0.0,2.0,1.1,1.0,3.0,1.9,7.0,,10.0,7.9,,1.7,0.42,,0.71,1.0,0.63,0.0,,0.1,,0.0,20.0,3.0,22.3,1.0,0.0,0.1,0.04,0
360,0.0,54.0,3.0,1.0,2.0,0.0,1.0,8.0,193.5,34.8,,0.0,13.0,8.8,1.0,2.0,1.8,15.0,427.7,10.3,,,1.4,0.66,0.5,0.44,0.53,0.45,0.0,,0.12,,0.0,13.0,1.0,8.8,0.0,2.0,1.0,1.0,0
361,0.0,57.0,5.0,1.0,2.0,,0.0,5.0,70.5,64.0,14.1,0.0,4.0,0.8,1.0,1.0,1.7,4.0,51.6,18.5,7.3,4.0,1.2,0.75,0.0,1.0,1.0,,0.2,0.4,0.2,0.0,0.0,,1.0,0.8,,,1.0,1.0,0
362,1.0,28.0,3.0,1.0,2.0,0.0,1.0,7.0,32.9,17.2,4.7,0.0,2.0,0.2,0.0,1.0,1.2,8.0,367.9,9.2,2.8,105.0,3.6,0.12,1.0,0.09,0.87,0.08,,0.14,0.14,,0.0,,2.0,14.7,0.0,,0.04,0.01,0
363,1.0,28.0,3.0,,2.0,0.0,1.0,13.0,166.1,,12.7,,43.0,,1.0,0.0,1.3,14.0,833.7,20.0,7.0,85.0,1.2,0.78,1.0,0.14,0.92,0.19,0.0,,0.0,,1.0,225.0,9.0,68.0,1.0,0.0,0.19,0.17,1
364,1.0,35.0,4.0,1.0,3.0,1.0,1.0,11.0,112.8,41.1,10.2,0.0,10.0,2.0,0.0,0.0,1.3,25.0,772.1,21.2,4.1,135.0,1.8,0.48,1.0,0.11,0.44,0.14,0.18,0.45,0.18,,0.0,21.0,2.0,3.0,0.0,,0.47,0.66,0
365,1.0,31.0,,1.0,4.0,1.0,0.0,5.0,26.0,9.2,,0.0,,0.3,0.0,,1.4,20.0,329.0,6.4,2.4,96.0,1.8,0.45,0.0,0.05,0.25,0.07,0.2,1.0,0.6,,,5.0,2.0,0.3,0.0,,0.8,,0
366,1.0,28.0,3.0,1.0,2.0,0.0,1.0,13.0,166.1,25.4,12.7,0.0,62.0,27.7,1.0,,1.3,14.0,,20.0,7.0,85.0,1.2,0.78,1.0,0.14,0.92,0.19,0.0,0.07,0.0,,1.0,277.0,9.0,92.4,1.0,,0.22,,1
367,1.0,32.0,4.0,2.0,2.0,0.0,0.0,3.0,9.3,,3.1,,26.0,4.0,0.0,0.0,1.3,6.0,230.2,9.1,1.8,,,0.33,,0.04,0.5,0.04,0.0,0.0,0.0,,0.0,27.0,2.0,4.0,1.0,0.0,0.96,1.0,0
368,1.0,35.0,4.0,1.0,3.0,1.0,1.0,12.0,116.7,38.7,9.7,,,4.5,0.0,0.0,4.1,105.0,4612.4,18.6,15.4,72.0,1.0,0.93,1.0,0.08,0.11,0.02,0.16,0.41,0.16,,0.0,,2.0,8.2,0.0,,0.48,0.54,0
