,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,depend
91,0.0,57.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,13.2,0.0,1.0,2.0,5.0,82.7,31.3,10.3,4.0,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,13.2,0.0,,1.0,1.0,0
92,1.0,48.0,4.0,1.0,1.0,0.0,1.0,17.0,261.5,22.1,15.3,0.0,1.0,0.2,0.0,2.0,4.0,9.0,355.9,15.8,12.7,7.0,1.8,0.44,0.5,,1.0,0.73,0.11,0.29,,,0.0,1.0,1.0,0.2,0.0,0.0,1.0,1.0,0
93,1.0,57.0,5.0,,2.0,0.0,1.0,6.0,36.8,10.6,6.1,0.0,29.0,15.9,1.0,3.0,1.1,12.0,185.9,7.9,3.5,46.0,1.3,0.66,0.33,0.15,,0.19,0.16,0.66,,0.16,,49.0,3.0,26.3,1.0,,,0.6,0
94,,48.0,2.0,0.0,3.0,1.0,0.0,4.0,27.5,14.2,6.8,0.0,40.0,25.2,0.0,0.0,1.1,3.0,244.2,10.1,5.0,43.0,1.3,0.66,0.0,0.11,1.0,0.11,0.25,0.75,0.5,0.66,0.0,40.0,1.0,25.2,1.0,,1.0,1.0,0
95,1.0,59.0,5.0,0.0,2.0,0.0,0.0,5.0,19.0,,3.8,0.0,6.0,2.2,0.0,1.0,1.4,7.0,218.9,11.7,4.4,33.0,1.7,0.57,0.0,0.05,0.71,0.08,0.2,0.2,,0.57,0.0,6.0,1.0,2.2,,,1.0,1.0,0
96,1.0,48.0,4.0,1.0,1.0,0.0,3.0,28.0,360.0,19.1,12.8,0.0,1.0,0.4,1.0,5.0,3.1,26.0,786.4,11.1,6.8,36.0,1.7,0.42,0.6,0.41,1.0,0.45,0.07,0.35,,1.0,0.0,,1.0,0.4,0.0,,,1.0,0
97,1.0,,3.0,1.0,,0.0,0.0,4.0,57.8,27.2,14.4,0.0,26.0,14.6,0.0,0.0,1.3,7.0,296.3,11.6,7.0,31.0,1.8,0.71,0.0,0.22,0.57,0.19,0.0,1.0,0.75,0.14,0.0,26.0,1.0,14.6,0.0,0.0,,1.0,0
98,1.0,48.0,4.0,1.0,1.0,0.0,2.0,24.0,310.6,,12.9,0.0,5.0,1.3,0.0,9.0,3.2,,1318.3,13.1,8.4,48.0,1.8,0.41,0.22,0.23,0.66,0.23,0.08,0.33,0.25,,0.0,5.0,1.0,1.3,1.0,,1.0,1.0,0
99,1.0,32.0,4.0,1.0,2.0,0.0,0.0,8.0,47.1,20.0,,0.0,15.0,14.0,0.0,3.0,1.4,,340.6,11.0,4.6,51.0,2.0,0.45,0.0,0.19,0.72,0.13,0.0,0.5,0.25,,0.0,27.0,3.0,21.8,0.0,2.0,,0.64,0
100,1.0,38.0,3.0,1.0,2.0,0.0,0.0,4.0,41.3,27.7,10.3,0.0,25.0,7.6,1.0,4.0,,23.0,1179.6,11.5,3.5,186.0,2.6,0.26,0.0,0.02,0.17,0.03,0.25,0.25,0.25,0.82,0.0,25.0,1.0,7.6,0.0,1.0,1.0,1.0,0
101,0.0,47.0,3.0,2.0,1.0,0.0,0.0,7.0,64.1,35.2,,0.0,18.0,5.0,0.0,10.0,,20.0,875.6,9.4,4.5,126.0,3.5,0.2,0.0,0.13,,0.07,0.57,0.14,0.28,,1.0,185.0,10.0,76.4,0.0,,0.09,0.06,0
102,1.0,43.0,4.0,2.0,6.0,1.0,1.0,4.0,48.9,,12.2,0.0,18.0,9.2,,2.0,1.8,4.0,99.7,8.2,4.9,11.0,3.7,0.25,0.5,0.54,1.0,0.49,0.25,0.25,0.0,,0.0,,3.0,,0.0,,0.66,0.95,1
103,1.0,,4.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,70.2,0.0,0.0,6.4,130.0,4852.8,16.8,12.3,61.0,1.0,0.92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13,1.0,179.0,3.0,114.3,1.0,2.0,0.51,0.61,0
104,0.0,54.0,3.0,,2.0,0.0,1.0,8.0,193.5,34.8,24.1,0.0,6.0,3.0,,2.0,1.8,15.0,,10.3,7.0,33.0,1.4,0.66,0.5,0.44,0.53,0.45,0.0,1.0,0.12,0.06,0.0,6.0,1.0,3.0,0.0,,1.0,1.0,0
105,0.0,36.0,4.0,1.0,4.0,1.0,0.0,3.0,11.7,4.3,,0.0,30.0,,0.0,3.0,2.2,,267.4,8.4,6.2,19.0,2.0,0.37,0.0,0.03,0.37,0.04,0.0,0.66,0.66,,0.0,30.0,1.0,12.9,0.0,2.0,1.0,,0
106,0.0,37.0,,1.0,4.0,1.0,0.0,5.0,55.0,,,0.0,12.0,7.6,1.0,0.0,1.3,9.0,220.7,8.0,2.7,60.0,2.0,0.22,0.0,0.22,0.55,0.24,0.0,0.8,,1.0,0.0,12.0,1.0,7.6,1.0,2.0,1.0,1.0,0
107,0.0,57.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,108.0,23.7,0.0,1.0,2.0,5.0,82.7,,,4.0,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,108.0,1.0,23.7,0.0,0.0,1.0,1.0,0
108,,63.0,4.0,1.0,1.0,0.0,,4.0,40.0,16.7,,0.0,49.0,17.3,0.0,3.0,3.8,26.0,914.4,11.4,,41.0,1.3,0.8,0.0,0.03,0.15,0.04,0.0,,0.0,0.26,0.0,49.0,,17.3,0.0,,,1.0,0
109,,24.0,3.0,1.0,2.0,0.0,0.0,4.0,29.4,20.0,,0.0,33.0,12.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.75,0.5,0.0,,0.0,33.0,1.0,12.2,0.0,1.0,1.0,1.0,0
110,1.0,35.0,4.0,1.0,3.0,1.0,0.0,3.0,18.4,24.6,6.1,0.0,58.0,8.9,0.0,2.0,1.5,63.0,1865.8,17.2,,,1.9,0.49,0.0,0.0,0.04,0.0,0.0,0.33,0.33,0.49,0.0,150.0,2.0,23.9,,2.0,0.38,0.37,0
111,1.0,35.0,4.0,1.0,3.0,1.0,1.0,17.0,139.0,33.1,8.1,0.0,38.0,7.0,1.0,6.0,1.7,92.0,2869.1,15.8,3.1,514.0,2.1,0.45,0.16,0.03,0.18,0.04,0.11,0.47,0.23,0.53,0.0,38.0,1.0,7.0,1.0,,1.0,1.0,0
112,1.0,51.0,3.0,1.0,2.0,0.0,1.0,,58.7,34.4,,0.0,19.0,7.1,0.0,13.0,2.0,33.0,1066.6,10.7,2.7,190.0,3.0,,0.07,0.05,0.21,0.05,0.0,0.42,0.14,0.36,0.0,19.0,1.0,7.1,0.0,2.0,1.0,1.0,1
113,0.0,39.0,3.0,1.0,6.0,1.0,0.0,9.0,12.2,,1.3,0.0,11.0,4.9,0.0,,1.3,14.0,209.9,9.1,,58.0,2.5,0.42,0.0,0.07,0.64,0.05,,0.33,0.33,,0.0,28.0,3.0,,0.0,,0.39,0.62,0
114,,50.0,,1.0,2.0,0.0,1.0,,125.5,,31.3,0.0,13.0,4.6,0.0,4.0,1.6,13.0,951.6,10.4,4.7,121.0,1.4,0.69,0.25,,,0.13,0.0,0.75,0.25,0.38,0.0,13.0,1.0,,,0.0,1.0,1.0,1
115,0.0,58.0,3.0,0.0,,0.0,1.0,9.0,98.7,9.0,10.9,0.0,5.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.22,0.22,0.22,,0.0,23.0,,17.3,0.0,0.0,0.21,0.2,0
116,1.0,77.0,2.0,0.0,2.0,,0.0,9.0,,15.3,,0.0,23.0,,1.0,2.0,1.8,6.0,156.9,9.9,7.8,11.0,1.6,0.5,0.0,0.69,1.0,,,0.44,0.11,0.0,,,2.0,22.2,,,0.88,0.92,1
117,0.0,47.0,3.0,2.0,1.0,0.0,0.0,7.0,64.1,35.2,9.1,0.0,3.0,,1.0,10.0,1.5,20.0,875.6,9.4,4.5,126.0,3.5,0.2,,0.13,0.35,0.07,0.57,0.14,0.28,,0.0,3.0,1.0,0.3,0.0,,,1.0,0
118,1.0,51.0,3.0,1.0,2.0,,1.0,7.0,58.7,34.4,8.3,,,10.5,0.0,13.0,2.0,,1066.6,10.7,2.7,190.0,3.0,0.15,,0.05,0.21,0.05,,0.42,,,0.0,28.0,1.0,10.5,0.0,2.0,1.0,1.0,1
119,1.0,54.0,4.0,1.0,2.0,0.0,1.0,6.0,50.1,18.1,8.3,0.0,29.0,11.3,1.0,0.0,1.2,11.0,239.1,6.4,1.7,105.0,,0.54,1.0,0.12,0.54,,0.0,0.83,0.0,0.63,0.0,29.0,1.0,11.3,0.0,,1.0,1.0,1
120,1.0,81.0,5.0,1.0,2.0,0.0,0.0,4.0,46.5,7.5,11.6,0.0,1.0,0.1,0.0,4.0,2.5,10.0,,4.6,8.3,14.0,1.6,0.7,,0.18,0.4,0.15,0.0,0.75,0.75,0.0,0.0,,1.0,0.1,0.0,,1.0,1.0,1
121,0.0,35.0,,,,0.0,,,103.0,6.8,6.8,,1.0,0.0,0.0,23.0,2.1,109.0,6806.3,9.1,6.9,453.0,,0.37,0.04,0.01,,0.01,0.06,0.13,0.06,,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,0
122,1.0,62.0,3.0,1.0,2.0,0.0,4.0,5.0,194.3,25.8,38.8,0.0,23.0,28.8,1.0,4.0,1.5,5.0,363.6,13.4,12.9,,2.2,0.0,1.0,0.34,,0.53,0.0,0.8,0.6,0.0,0.0,23.0,,28.8,0.0,,1.0,1.0,1
123,0.0,50.0,4.0,0.0,2.0,0.0,0.0,11.0,68.6,8.2,6.2,0.0,28.0,13.2,1.0,2.0,2.6,62.0,1282.0,13.0,,,,0.59,0.0,0.02,0.17,0.05,0.0,0.36,0.18,0.91,1.0,197.0,4.0,88.0,1.0,0.0,,0.15,0
124,1.0,54.0,,1.0,2.0,0.0,1.0,6.0,,18.1,8.3,0.0,3.0,0.2,1.0,0.0,1.2,11.0,239.1,6.4,1.7,105.0,1.5,0.54,1.0,0.12,0.54,0.2,0.0,0.83,,0.63,0.0,3.0,1.0,0.2,0.0,,1.0,1.0,1
125,1.0,48.0,2.0,0.0,,1.0,0.0,11.0,,29.3,15.1,0.0,3.0,0.8,1.0,0.0,1.4,9.0,383.6,12.0,6.0,43.0,1.1,0.88,0.0,0.42,1.0,0.43,,0.81,0.63,0.33,,3.0,,0.8,1.0,0.0,1.0,1.0,0
126,1.0,75.0,3.0,1.0,2.0,0.0,0.0,4.0,61.1,7.0,,0.0,4.0,2.4,0.0,8.0,2.0,18.0,737.8,6.7,4.7,75.0,1.7,0.5,0.0,0.02,0.22,0.08,0.0,0.75,0.25,,,4.0,1.0,2.4,0.0,,1.0,,1
127,0.0,35.0,4.0,1.0,2.0,0.0,1.0,14.0,101.1,6.8,7.2,0.0,1.0,0.6,0.0,23.0,2.1,108.0,,9.1,6.9,453.0,2.4,0.37,0.04,0.01,0.12,0.01,0.0,0.14,0.07,,0.0,,1.0,0.6,0.0,2.0,1.0,1.0,0
128,0.0,50.0,3.0,,5.0,0.0,0.0,9.0,129.5,,14.3,0.0,4.0,4.3,,2.0,1.1,,158.9,8.0,12.2,,1.6,,,1.0,1.0,0.81,0.0,0.44,0.77,0.6,0.0,4.0,,4.3,1.0,0.0,1.0,1.0,0
129,,62.0,3.0,1.0,2.0,0.0,4.0,5.0,194.3,25.8,38.8,,13.0,20.1,,4.0,1.5,5.0,363.6,13.4,12.9,18.0,,0.0,1.0,0.34,1.0,0.53,0.0,0.8,,,,,1.0,20.1,0.0,,1.0,1.0,1
130,0.0,46.0,5.0,1.0,6.0,1.0,,,15.7,6.2,3.9,,70.0,,0.0,12.0,2.4,32.0,1328.3,8.8,5.2,102.0,3.2,0.15,0.0,0.01,0.12,0.01,0.0,0.25,0.25,,1.0,155.0,11.0,,1.0,,0.45,0.32,1
131,1.0,64.0,4.0,2.0,2.0,0.0,0.0,5.0,94.4,11.2,18.8,0.0,,53.0,0.0,2.0,,2.0,32.4,7.6,5.4,4.0,1.5,0.5,0.0,1.0,1.0,,0.0,1.0,0.8,,0.0,17.0,1.0,,0.0,,1.0,1.0,0
132,1.0,48.0,,1.0,1.0,0.0,1.0,20.0,274.7,,13.7,0.0,12.0,6.4,0.0,4.0,2.8,20.0,581.0,9.8,6.2,,,0.4,0.25,0.43,1.0,0.47,0.1,0.3,0.25,,0.0,12.0,1.0,6.4,1.0,2.0,,1.0,1
133,,51.0,3.0,1.0,2.0,0.0,2.0,8.0,104.0,44.8,13.0,0.0,42.0,13.0,0.0,16.0,2.0,38.0,1354.2,11.7,3.1,205.0,3.0,,0.12,0.07,,0.07,0.0,0.37,0.12,0.34,1.0,88.0,4.0,28.6,0.0,,0.47,0.45,0
134,1.0,61.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.6,0.0,0.0,6.4,130.0,4852.8,16.8,12.3,,1.0,,0.0,,0.0,0.0,0.0,1.0,0.0,,1.0,102.0,3.0,56.7,1.0,2.0,0.14,0.22,0
135,1.0,64.0,4.0,2.0,2.0,0.0,0.0,4.0,73.2,10.7,18.3,0.0,12.0,21.3,0.0,2.0,2.3,6.0,168.3,,12.0,6.0,1.1,0.83,,0.36,0.66,0.43,0.0,1.0,0.75,,0.0,12.0,1.0,21.3,0.0,2.0,1.0,1.0,0
136,,,4.0,2.0,2.0,0.0,,5.0,94.4,11.2,18.8,0.0,14.0,49.8,0.0,2.0,1.5,2.0,32.4,7.6,5.4,4.0,1.5,0.5,,1.0,1.0,1.0,0.0,1.0,0.8,,0.0,,1.0,49.8,0.0,,1.0,1.0,0
137,1.0,51.0,3.0,1.0,2.0,0.0,2.0,8.0,104.0,,13.0,,28.0,9.1,0.0,16.0,2.0,38.0,1354.2,11.7,3.1,205.0,3.0,0.13,0.12,0.07,0.21,0.07,,0.37,0.12,0.34,1.0,74.0,,24.7,0.0,,0.37,0.36,0
138,0.0,33.0,2.0,,,0.0,0.0,4.0,34.2,20.0,8.5,0.0,4.0,7.1,0.0,2.0,1.9,29.0,737.8,9.3,3.1,120.0,2.9,0.27,0.0,0.03,0.13,0.04,0.0,,,,0.0,4.0,1.0,7.1,0.0,0.0,1.0,1.0,0
139,0.0,55.0,,0.0,2.0,0.0,0.0,2.0,1.2,1.5,0.6,0.0,11.0,10.4,0.0,2.0,,90.0,3053.8,33.1,10.1,147.0,1.3,0.74,0.0,,0.02,0.0,0.0,0.0,0.0,,0.0,12.0,2.0,10.7,0.0,0.0,0.91,0.97,0
140,1.0,50.0,4.0,1.0,2.0,0.0,4.0,9.0,247.4,34.5,27.4,0.0,11.0,8.2,0.0,3.0,1.5,10.0,788.3,,4.6,108.0,1.3,0.7,1.0,0.17,0.9,0.31,0.11,0.88,0.22,0.5,0.0,,1.0,8.2,,,1.0,1.0,0
141,0.0,28.0,3.0,1.0,2.0,0.0,0.0,12.0,34.6,10.4,2.8,,31.0,6.8,0.0,3.0,1.2,,102.1,9.3,2.4,33.0,2.2,0.37,0.0,0.31,1.0,0.33,0.41,0.25,0.08,,0.0,31.0,1.0,6.8,0.0,,1.0,1.0,1
142,1.0,50.0,4.0,1.0,2.0,0.0,4.0,9.0,247.4,34.5,,0.0,19.0,,0.0,3.0,1.5,10.0,788.3,10.4,4.6,108.0,1.3,0.7,1.0,,0.9,0.31,0.11,0.88,0.22,,0.0,19.0,1.0,12.3,0.0,,1.0,1.0,0
143,1.0,71.0,1.0,1.0,3.0,0.0,0.0,5.0,96.5,32.6,19.3,0.0,43.0,11.9,0.0,0.0,2.6,6.0,162.7,14.8,10.1,6.0,1.0,,0.0,0.68,0.83,0.59,0.0,0.8,0.8,0.0,0.0,43.0,1.0,11.9,0.0,,1.0,1.0,0
144,0.0,,3.0,1.0,2.0,,1.0,9.0,207.0,,,0.0,4.0,16.9,1.0,2.0,1.6,11.0,319.6,9.9,6.8,28.0,1.5,0.63,,0.62,0.81,0.64,0.0,1.0,0.11,,0.0,4.0,1.0,16.9,0.0,2.0,1.0,1.0,0
145,1.0,43.0,1.0,1.0,3.0,1.0,0.0,5.0,14.6,6.2,2.9,0.0,1.0,0.5,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,66.0,6.0,56.7,0.0,,,0.0,1
146,,28.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.2,0.0,18.0,1.6,27.0,,10.8,4.8,406.0,5.7,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40.0,3.0,24.7,1.0,,0.55,0.45,0
147,1.0,71.0,1.0,1.0,3.0,0.0,0.0,5.0,96.5,32.6,,0.0,25.0,8.4,0.0,0.0,2.6,6.0,162.7,14.8,10.1,6.0,1.0,1.0,0.0,0.68,0.83,,0.0,0.8,0.8,,0.0,25.0,1.0,8.4,0.0,,1.0,,0
148,,50.0,,1.0,2.0,0.0,4.0,8.0,210.9,37.2,26.3,0.0,4.0,19.2,0.0,1.0,1.2,,233.3,11.3,4.0,48.0,2.0,0.0,1.0,0.45,1.0,0.9,0.12,0.87,0.25,0.33,0.0,4.0,1.0,19.2,0.0,,1.0,1.0,0
149,1.0,53.0,3.0,1.0,2.0,0.0,0.0,2.0,17.9,4.0,8.9,0.0,18.0,18.4,0.0,3.0,1.5,,1036.1,8.0,,152.0,,0.29,0.0,0.0,,0.01,0.0,1.0,,,0.0,18.0,1.0,18.4,1.0,,1.0,1.0,0
150,1.0,58.0,4.0,1.0,,0.0,0.0,2.0,5.5,4.5,2.7,0.0,3.0,,,10.0,1.6,26.0,,7.4,,101.0,2.1,,0.0,0.0,0.07,0.0,0.0,0.5,0.5,,0.0,3.0,1.0,3.2,0.0,,1.0,,1
151,0.0,40.0,4.0,2.0,4.0,,5.0,9.0,117.8,17.8,13.0,0.0,33.0,28.6,1.0,0.0,1.0,1.0,75.3,17.0,8.3,9.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.66,0.55,1.0,,49.0,2.0,34.9,0.0,0.0,0.67,0.81,1
152,0.0,59.0,4.0,1.0,2.0,0.0,2.0,10.0,135.8,21.5,13.5,0.0,,2.5,,3.0,2.0,9.0,337.6,,8.6,19.0,1.5,0.44,0.66,0.39,1.0,0.4,0.1,0.6,0.1,,0.0,3.0,1.0,2.5,0.0,,1.0,1.0,1
153,1.0,38.0,5.0,2.0,2.0,0.0,3.0,9.0,176.1,43.0,19.5,0.0,63.0,19.9,1.0,34.0,2.6,113.0,4731.1,12.4,3.5,510.0,3.3,0.26,0.08,0.02,0.07,0.03,0.22,0.44,0.22,,0.0,63.0,1.0,19.9,0.0,,1.0,1.0,1
154,1.0,,,,6.0,1.0,1.0,4.0,48.9,22.2,12.2,0.0,30.0,24.0,0.0,,1.8,4.0,99.7,8.2,4.9,11.0,3.7,0.25,0.5,0.54,1.0,0.49,0.25,0.25,,0.25,0.0,39.0,3.0,24.5,0.0,0.0,0.76,0.97,1
155,1.0,28.0,3.0,1.0,,0.0,1.0,13.0,166.1,,12.7,0.0,67.0,29.3,1.0,,1.3,14.0,833.7,20.0,7.0,85.0,1.2,0.78,1.0,0.14,0.92,0.19,0.0,0.07,0.0,0.14,1.0,282.0,9.0,93.9,,0.0,0.23,0.31,1
156,1.0,35.0,4.0,1.0,3.0,1.0,1.0,2.0,55.9,26.5,27.9,0.0,29.0,51.0,0.0,1.0,1.7,3.0,231.9,10.3,12.2,11.0,2.3,0.33,1.0,0.26,0.66,0.24,0.0,1.0,0.0,0.0,0.0,,4.0,90.8,1.0,,0.32,0.56,1
157,1.0,38.0,5.0,2.0,2.0,0.0,3.0,9.0,,43.0,19.5,0.0,35.0,12.1,1.0,34.0,2.6,113.0,,,3.5,510.0,3.3,0.26,,0.02,0.07,0.03,0.22,0.44,0.22,,0.0,35.0,1.0,12.1,0.0,,1.0,1.0,1
158,1.0,62.0,3.0,1.0,2.0,0.0,4.0,5.0,194.3,25.8,,0.0,22.0,27.6,1.0,4.0,1.5,5.0,363.6,13.4,12.9,18.0,2.2,0.0,1.0,0.34,1.0,0.53,0.0,0.8,0.6,,0.0,22.0,1.0,,0.0,,1.0,1.0,1
159,1.0,32.0,4.0,2.0,2.0,0.0,0.0,4.0,89.4,,22.3,0.0,6.0,12.6,0.0,2.0,1.3,4.0,,5.3,6.6,13.0,2.0,0.25,0.0,0.76,1.0,0.78,0.0,0.75,0.75,0.5,1.0,23.0,3.0,,0.0,0.0,0.26,0.41,1
160,0.0,,4.0,,4.0,1.0,6.0,10.0,202.9,25.7,20.2,0.0,,6.0,1.0,1.0,1.2,2.0,173.1,,11.5,12.0,3.5,0.0,1.0,0.87,1.0,,0.0,0.7,0.5,0.5,0.0,10.0,1.0,6.0,1.0,,1.0,,1
161,1.0,44.0,3.0,1.0,1.0,0.0,2.0,15.0,59.9,12.2,3.9,0.0,21.0,8.1,1.0,12.0,2.4,30.0,1408.0,13.3,4.1,138.0,1.7,0.53,0.16,0.04,0.5,0.04,0.0,,0.06,0.1,0.0,21.0,1.0,,,,1.0,1.0,1
162,1.0,35.0,,1.0,3.0,1.0,,2.0,55.9,26.5,27.9,0.0,35.0,55.9,0.0,1.0,1.7,3.0,,10.3,12.2,11.0,,0.33,1.0,0.26,0.66,0.24,,1.0,0.0,0.0,0.0,95.0,4.0,95.7,1.0,,0.36,0.58,1
163,1.0,29.0,6.0,1.0,2.0,0.0,0.0,2.0,3.2,9.5,1.6,0.0,8.0,1.7,0.0,4.0,1.3,13.0,722.9,,2.9,185.0,7.0,0.0,0.0,0.0,0.15,0.0,0.0,0.5,0.0,0.3,1.0,,,27.7,0.0,2.0,0.05,0.06,1
164,1.0,61.0,4.0,1.0,2.0,0.0,2.0,5.0,154.4,,30.8,0.0,,7.5,1.0,0.0,6.3,,4958.7,16.8,12.3,63.0,1.0,0.92,1.0,,0.03,0.03,0.0,0.8,0.2,,0.0,5.0,1.0,7.5,1.0,2.0,1.0,1.0,1
165,1.0,,4.0,2.0,6.0,1.0,1.0,,48.9,22.2,12.2,0.0,25.0,17.1,0.0,,1.8,4.0,99.7,8.2,4.9,11.0,3.7,0.25,0.5,0.54,1.0,0.49,0.25,0.25,0.0,0.25,0.0,34.0,3.0,17.5,0.0,,0.73,0.97,1
166,1.0,64.0,2.0,2.0,2.0,0.0,,,83.2,11.5,9.2,0.0,10.0,8.4,0.0,2.0,1.2,14.0,705.7,,5.4,103.0,,,0.5,0.11,0.64,0.11,0.0,0.44,0.33,0.21,0.0,10.0,1.0,8.4,0.0,,1.0,,1
167,0.0,21.0,5.0,1.0,3.0,0.0,0.0,4.0,4.2,5.7,,0.0,11.0,2.1,1.0,1.0,5.3,38.0,800.1,13.5,7.4,20.0,1.0,1.0,0.0,0.01,0.1,0.0,0.0,,0.25,0.21,0.0,18.0,2.0,,0.0,,0.61,0.7,1
168,1.0,28.0,3.0,1.0,2.0,0.0,,4.0,22.5,10.5,5.6,0.0,5.0,1.1,0.0,,1.2,8.0,1592.1,19.1,11.8,105.0,2.5,,0.0,0.01,0.5,0.01,0.0,0.25,0.0,1.0,1.0,83.0,,28.8,1.0,,0.06,0.03,1
169,0.0,28.0,3.0,1.0,2.0,0.0,2.0,23.0,95.7,,4.1,0.0,65.0,13.3,,2.0,1.1,4.0,29.6,5.2,1.6,16.0,1.5,0.5,1.0,1.0,1.0,1.0,0.34,0.3,0.13,0.25,0.0,65.0,1.0,,1.0,,1.0,1.0,1
170,1.0,55.0,2.0,1.0,3.0,0.0,0.0,4.0,24.1,9.7,6.0,0.0,8.0,4.4,0.0,,1.4,15.0,777.2,11.8,5.8,89.0,1.6,0.46,0.0,0.02,0.26,0.03,0.25,0.0,0.25,,0.0,8.0,1.0,4.4,0.0,0.0,1.0,1.0,0
171,,53.0,2.0,1.0,1.0,0.0,1.0,7.0,82.5,31.7,,0.0,20.0,3.4,,1.0,1.1,2.0,48.5,10.0,3.0,14.0,5.0,0.0,,1.0,1.0,1.0,0.0,0.42,0.14,0.0,0.0,20.0,1.0,3.4,0.0,,1.0,1.0,0
172,0.0,56.0,4.0,1.0,,0.0,1.0,5.0,30.7,10.4,6.1,0.0,3.0,8.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,,0.0,0.0,,0.0,107.0,,95.7,1.0,0.0,,0.08,0
173,0.0,43.0,,1.0,2.0,0.0,3.0,6.0,100.2,18.8,16.7,0.0,3.0,4.6,,0.0,1.0,2.0,,6.1,4.1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,,,0.0,,1.0,4.6,0.0,0.0,1.0,1.0,0
174,1.0,35.0,4.0,1.0,3.0,1.0,0.0,8.0,92.0,46.8,,0.0,8.0,0.7,0.0,3.0,1.6,65.0,1997.5,17.1,3.3,370.0,,0.47,0.0,0.03,0.12,0.04,0.12,0.37,0.25,0.49,0.0,8.0,1.0,0.7,1.0,1.0,1.0,1.0,1
175,1.0,38.0,,2.0,,0.0,,9.0,176.1,43.0,19.5,0.0,72.0,20.9,1.0,34.0,2.6,113.0,4731.1,12.4,3.5,510.0,,0.26,0.08,,0.07,0.03,0.22,0.44,0.22,0.28,0.0,72.0,1.0,20.9,0.0,,1.0,1.0,1
176,0.0,56.0,1.0,0.0,2.0,0.0,0.0,,90.5,9.2,12.9,0.0,9.0,12.2,0.0,2.0,2.0,12.0,466.5,7.0,6.9,33.0,2.3,0.5,0.0,0.13,0.58,0.19,0.0,0.57,0.0,0.41,0.0,9.0,1.0,12.2,0.0,,1.0,1.0,0
177,0.0,28.0,3.0,1.0,2.0,0.0,0.0,8.0,23.2,10.3,2.9,0.0,12.0,,0.0,4.0,,25.0,292.3,9.9,3.0,49.0,1.8,0.56,0.0,0.08,0.32,0.07,0.5,0.25,0.0,0.12,,12.0,1.0,2.7,0.0,,,1.0,0
178,1.0,48.0,2.0,,3.0,1.0,0.0,7.0,91.8,23.7,13.1,0.0,40.0,23.6,0.0,0.0,1.3,6.0,315.5,10.7,5.5,,1.1,0.83,0.0,0.27,1.0,0.29,0.14,0.85,0.57,0.5,0.0,40.0,1.0,23.6,0.0,,1.0,1.0,0
179,0.0,48.0,0.0,0.0,1.0,0.0,0.0,,3.2,5.4,0.6,0.0,8.0,1.2,1.0,,2.5,63.0,562.7,10.7,2.1,102.0,,0.53,0.0,0.0,0.07,0.0,0.0,0.2,0.0,,0.0,8.0,1.0,,1.0,,1.0,1.0,0
180,1.0,38.0,4.0,0.0,1.0,0.0,0.0,2.0,12.5,,6.2,0.0,8.0,,0.0,9.0,2.2,57.0,1254.4,10.3,2.8,193.0,2.4,0.35,0.0,0.0,0.03,0.0,0.0,0.5,0.0,0.49,0.0,37.0,5.0,4.7,0.0,2.0,0.21,0.34,0
181,1.0,50.0,4.0,1.0,2.0,0.0,2.0,,135.9,45.4,27.1,0.0,8.0,9.9,0.0,0.0,,1.0,30.0,26.0,15.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,0.2,,0.0,8.0,1.0,9.9,1.0,,1.0,1.0,1
182,1.0,61.0,4.0,1.0,2.0,0.0,1.0,3.0,108.7,,36.2,0.0,2.0,0.4,,8.0,1.7,,1033.7,12.3,8.2,71.0,1.6,0.57,0.12,0.09,,0.1,0.0,1.0,0.33,,0.0,2.0,1.0,0.4,0.0,,,1.0,1
